name,orig_name,state,orig_county,established,continuous,stamp_index,coordinates,duration,latitude,longitude
ELKRIDGE,ELKRIDGE (2),MD,Howard,2000,True,0.0,True,21,39.19058,-76.74778
MIAMI BEACH,MIAMI BEACH,FL,Dade,1999,True,0.0,True,22,25.7844687,-80.1324894
ENGINE,ENGINE,MS,Neshoba,1999,False,2.0,True,-90,32.6390257,-89.0922808
FORT WASHINGTON,FORT WASHINGTON (2),MD,Prince Georges,1996,True,0.0,True,25,38.73084,-76.99165
PARK HILLS,PARK HILLS,MO,St. Francois,1995,True,0.0,True,26,37.8507576,-90.5218437
BATESBURG-LEESVILLE,BATESBURG-LEESVILLE,SC,Lexington,1995,True,0.0,True,26,33.916532,-81.5134368
MARCO ISLAND,MARCO ISLAND,FL,Collier,1994,True,0.0,True,27,25.9530973,-81.7224319
MERIDALE,MERIDALE,NY,Delaware,1994,True,0.0,True,27,42.3670035,-74.9528888
TYRONE,TYRONE,OK,Texas,1992,True,0.0,True,29,36.95486,-101.0697
BLEDSOE,BLEDSOE,AL,Talladega,1991,True,6.0,True,-93,33.4720516,-86.1133052
PERU,PERU (2),ME,Oxford,1990,True,0.0,True,31,44.5211659,-70.4682455
COBB,COBB,AL,Etowah,1989,True,5.0,True,-82,33.9167658,-85.912469
BROWNLEE,BROWNLEE,NE,Cherry,1988,True,0.0,True,33,42.28805,-100.6257
LOUISBURG,LOUISBURG,MN,Lac Qui Parle,1988,True,0.0,True,33,45.16611,-96.17083
OCEAN SHORES,OCEAN SHORES,WA,Grays Harbor,1988,True,0.0,True,33,47.00688,-124.1564
BRUNING,BRUNING,NE,Thayer,1987,True,0.0,True,34,40.33639,-97.56581
CROFTON,CROFTON,MD,Anne Arundel,1987,True,0.0,True,34,39.0098,-76.69993
DEWEESE,DEWEESE,NE,Clay,1987,True,0.0,True,34,40.35531,-98.13904
FORT VALLEY,FORT VALLEY,VA,Shenandoah,1986,True,0.0,True,35,38.84531,-78.4159
HAYDEN,HAYDEN,ID,Kootenai,1986,True,0.0,True,35,47.75239,-116.7884
WINDHAM,WINDHAM (2),ME,Cumberland,1985,True,0.0,True,36,43.8365919,-70.4381503
GRUETLI-LAAGER,GRUETLI-LAAGER,TN,Grundy,1985,True,0.0,True,36,35.3684731,-85.6365455
WENDOVER,WENDOVER,NV,Elko,1985,True,0.0,True,36,40.73521,-114.0458
MOUNT TABOR,MOUNT TABOR,NJ,Morris,1985,True,0.0,True,36,40.8733247,-74.4792998
RUSH VALLEY,RUSH VALLEY,UT,Tooele,1984,True,0.0,True,37,40.3548,-112.4543
CHAMBERS,CHAMBERS,NE,Holt,1984,True,0.0,True,37,42.20496,-98.74838
LYNDEBOROUGH,LYNDEBOROUGH,NH,Hillsboro,1984,True,0.0,True,37,42.8730653,-71.7775561
SANTA FE,SANTA FE,TX,Galveston,1983,True,0.0,True,38,29.37686,-95.09882
GARLAND CITY,GARLAND CITY,AR,Miller,1983,True,0.0,True,38,33.3592151,-93.7106068
AMARGOSA VALLEY,AMARGOSA VALLEY,NV,Nye,1982,True,0.0,True,39,36.64384,-116.4003
SHELLER,SHELLER,IL,Jefferson,1982,True,1.0,True,-54,38.18888,-89.09541
RANCHES DE TAOS,RANCHES DE TAOS,NM,Taos,1982,True,0.0,True,39,36.3594,-105.6082
KYKOTSMOVI VILLAGE,KYKOTSMOVI VILLAGE,AZ,Navajo,1982,True,0.0,True,39,35.87417,-110.6235
DELMAR,DELMAR,MD,Wicomico,1982,True,1.0,True,39,38.45595,-75.57742
ANTHONY,ANTHONY,TX,El Paso,1981,True,0.0,True,40,31.99927,-106.6055
BETHESDA,BETHESDA (3),MD,Montgomery,1981,True,0.0,True,40,38.9784922,-77.0917627
LEEDS,LEEDS (2),ME,Androscoggin,1980,True,0.0,True,41,44.3021939,-70.1180106
GOULDSBORO,GOULDSBORO (2),ME,Hancock,1980,True,0.0,True,41,44.4717738,-68.0955733
CUSTER CITY,CUSTER CITY,OK,Custer,1979,True,0.0,True,42,35.66435,-98.88373
COLLEGE STATION,COLLEGE STATION,AR,Pulaski,1979,True,0.0,True,42,34.7074867,-92.2242365
CORNWALL ON HUDSON,CORNWALL ON HUDSON,NY,Orange,1979,True,0.0,True,42,41.4443949,-74.0148608
KAW CITY,KAW CITY,OK,Kay,1979,True,0.0,True,42,36.76461,-96.86068
TYBEE ISLAND,TYBEE ISLAND,GA,Chatham,1978,True,0.0,True,43,32.0150808,-80.8484699
SENECA ROCKS,SENECA ROCKS,WV,Pendleton,1978,False,0.0,True,43,38.83623,-79.38817
ALBERTON,ALBERTON,AL,Coffee,1978,True,5.0,True,-74,31.2779473,-86.1257796
PURDYS,PURDYS,NY,Westchester,1977,True,0.0,True,44,41.3258056,-73.6553316
MASS CITY,MASS CITY,MI,Ontonagon,1977,True,0.0,True,44,46.76295,-89.07938
COLUMBIA,COLUMBIA (2),MD,Howard,1977,False,0.0,True,44,39.18356,-76.82197
CATFISH POINT,CATFISH POINT,MS,Bolivar,1977,True,7.0,True,-84,33.6809429,-91.198724
RESTON,RESTON,VA,Fairfax,1976,True,0.0,True,45,38.94758,-77.32954
WEST BRIDPORT,WEST BRIDPORT,VT,Addison,1976,True,7.0,True,-73,43.9567244,-73.3959548
WEYERHAEUSER,WEYERHAEUSER,WI,Rusk,1976,True,0.0,True,45,45.423,-91.41421
MOUNT HOOD-PARKDALE,MOUNT HOOD-PARKDALE,OR,Hood River,1976,True,0.0,True,45,45.51994,-121.5975
RIVIERA,RIVIERA,AZ,Mohave,1976,True,0.0,True,45,35.09444,-114.6302
LANHAM-SEABROOK,LANHAM-SEABROOK,MD,Prince Georges,1976,True,0.0,True,45,38.96691,-76.84536
AVONDALE-GOODYEAR,AVONDALE-GOODYEAR,AZ,Maricopa,1975,True,0.0,True,46,33.43857,-112.3914
PARKER CITY,PARKER CITY,IN,Randolph,1975,True,0.0,True,46,40.18904,-85.20407
LOS OJOS,LOS OJOS,NM,Rio Arriba,1975,True,0.0,True,46,36.72938,-106.5719
HOWELL,HOWELL (2),NJ,Monmouth,1974,True,0.0,True,47,40.1513519,-74.2285445
ELMWOOD PARK,ELMWOOD PARK,NJ,Bergen,1974,True,0.0,True,47,40.9070466,-74.1189713
MAGGIE VALLEY,MAGGIE VALLEY,NC,Haywood,1974,True,0.0,True,47,35.51846,-83.10009
EPSOM,EPSOM (2),NH,Merrimack,1974,True,0.0,True,47,43.2302022,-71.3604763
MISSISSIPPI STATE,MISSISSIPPI STATE,MS,Oktibbeha,1973,True,0.0,True,48,33.4549384,-88.7861884
CUSHING,CUSHING (2),ME,Knox,1973,True,0.0,True,48,43.999539,-69.2679859
EAST CARBON,EAST CARBON,UT,Carbon,1973,True,0.0,True,48,39.54351,-110.4208
LAKE ELSINORE,LAKE ELSINORE,CA,Riverside,1972,True,0.0,True,49,33.66934,-117.3331
WILTON,WILTON,IA,Muscatine,1972,True,0.0,True,49,41.58854,-91.01573
ELM GROVE,ELM GROVE,LA,Bossier,1972,True,0.0,True,49,32.3492348,-93.5541349
ALCOA CENTER,ALCOA CENTER,PA,Westmoreland,1972,True,0.0,True,49,40.5384,-79.6450454
SODDY DAISY,SODDY DAISY,TN,Hamilton,1972,True,0.0,True,49,35.264696,-85.175678
SIMI VALLEY,SIMI VALLEY,CA,Ventura,1971,True,0.0,True,50,34.28158,-118.7364
GARDENDALE,GARDENDALE,TX,Ector,1971,True,0.0,True,50,32.03449,-102.3825
BOONEVILLE,BOONEVILLE,IA,Dallas,1971,True,0.0,True,50,41.5239876,-93.8842975
MARION HEIGHTS,MARION HEIGHTS,PA,Northumberland,1971,True,0.0,True,50,40.8052297,-76.4657878
WESTFIELD CENTER,WESTFIELD CENTER,OH,Medina,1971,True,0.0,True,50,41.02701,-81.93051
EAST  HANOVER,EAST  HANOVER,NJ,Morris,1971,True,0.0,True,50,40.8206912,-74.3669106
CAMELOT,CAMELOT,TN,Hawkins,1971,True,1.0,True,4,36.4484263,-83.0554453
KINGDOM CITY,KINGDOM CITY,MO,Callaway,1970,True,0.0,True,51,38.9488454,-91.942331
BROGUE,BROGUE,PA,York,1970,True,0.0,True,51,39.8721171,-76.4848387
NORTH MYRTLE BEACH,NORTH MYRTLE BEACH,SC,Horry,1970,True,0.0,True,51,33.8227814,-78.6838355
UNIVERSAL CITY,UNIVERSAL CITY,TX,Bexar,1970,True,0.0,True,51,29.55095,-98.29421
BRAZIL,BRAZIL,MS,Tallahatchie,1970,True,1.0,True,11,34.0265021,-90.2806463
BARRINGTON,BARRINGTON (2),NH,Strafford,1970,True,0.0,True,51,43.2128042,-70.9987164
EWING STATION,EWING STATION,IN,Jackson,1969,True,1.0,True,3,38.88478,-86.05526
MEDFORD,MEDFORD,NY,Suffolk,1969,True,0.0,True,52,40.8063355,-73.0024139
BRYCE MOUNTAIN,BRYCE MOUNTAIN,VA,Shenandoah,1969,True,3.0,True,1,38.8070573,-78.7922437
ENFIELD,ENFIELD (2),CT,Hartford,1969,True,0.0,True,52,41.9956124,-72.5718219
SUNSET BEACH,SUNSET BEACH,HI,OAHU,1968,True,2.0,True,3,21.67011,-158.0457
EDEN,EDEN,NC,Rockingham,1968,True,0.0,True,53,36.51075,-79.73821
WHITEHALL,WHITEHALL,PA,Lehigh,1968,True,0.0,True,53,40.6439081,-75.4852739
HEALY,HEALY,AK,,1968,True,0.0,True,53,63.87647,-149.0166
EVERGLADES CITY,EVERGLADES CITY,FL,Collier,1968,True,0.0,True,53,25.8658489,-81.3831082
DOGPATCH,DOGPATCH,AR,Newton,1968,True,1.0,True,53,36.1097964,-93.1348986
DRESDEN,DRESDEN (3),ME,Lincoln,1968,True,0.0,True,53,44.106738,-69.7243267
DEARBORN HEIGHTS,DEARBORN HEIGHTS,MI,Wayne,1967,True,0.0,True,54,42.32755,-83.29737
LENNI,LENNI,PA,Delaware,1967,True,0.0,True,54,39.8945842,-75.4475232
SOUTH LAKE TAHOE,SOUTH LAKE TAHOE,CA,El Dorado,1967,True,0.0,True,54,38.93356,-119.9744
COLRAIN,COLRAIN (2),MA,Franklin,1967,True,0.0,True,54,42.6724989,-72.7002163
NEWBERRY SPRINGS,NEWBERRY SPRINGS,CA,San Bernardino,1967,True,0.0,True,54,34.82389,-116.6626
NEW MANCHESTER,NEW MANCHESTER,WV,Hancock,1967,True,0.0,True,54,40.53141,-80.57913
PIERRE PART,PIERRE PART (2),LA,Assumption,1967,True,0.0,True,54,29.9539916,-91.2123641
SPARKS-GLENCOE,SPARKS-GLENCOE,MD,Baltimore,1967,True,0.0,True,54,39.52953,-76.64577
HILT,HILT,CA,Siskiyou,1967,True,1.0,True,7,41.99486,-122.6234
BURLINGTON,BURLINGTON (2),MA,Middlesex,1967,True,0.0,True,54,42.5042561,-71.1938165
ELDORADO,ELDORADO,WI,Fond du Lac,1967,True,0.0,True,54,43.82075,-88.62452
POCONO SUMMIT,POCONO SUMMIT,PA,Monroe,1967,True,0.0,True,54,41.1089795,-75.4038098
SOLDOTNA,SOLDOTNA,AK,,1967,True,0.0,True,54,60.49093,-151.074
WORTHINGTON SPRINGS,WORTHINGTON SPRINGS,FL,Union,1967,True,0.0,True,54,29.9306344,-82.4238715
STATE UNIVERSITY,STATE UNIVERSITY,AR,Craighead,1967,True,0.0,True,54,35.8415534,-90.6773209
OAK HALL,OAK HALL,PA,Centre,1967,True,1.0,True,4,40.7939513,-77.8024998
EKWOK,EKWOK,AK,,1966,True,0.0,True,55,59.35042,-157.4749
DINOSAUR,DINOSAUR,CO,Moffat,1966,True,0.0,True,55,40.24504,-109.0096
GARDEN CITY PARK,GARDEN CITY PARK,NY,Nassau,1966,True,0.0,True,55,40.7409348,-73.6626297
STAR JUNCTION,STAR JUNCTION,PA,Fayette,1966,True,0.0,True,55,40.0638921,-79.7650191
WEST FORKS,WEST FORKS (2),ME,Somerset,1966,True,0.0,True,55,45.3396361,-69.9707943
MOUNT BALDY,MOUNT BALDY,CA,San Bernardino,1966,True,1.0,True,9,34.26354,-117.6335
GILA HOT SPRINGS,GILA HOT SPRINGS,NM,Grant,1966,True,2.0,True,5,33.1959,-108.207
LITTLE LAKE,LITTLE LAKE,MI,Marquette,1966,True,0.0,True,55,46.28789,-87.34159
VAIL,VAIL,CO,Eagle,1966,True,0.0,True,55,39.63807,-106.4069
BASS HARBOR,BASS HARBOR,ME,Hancock,1966,True,0.0,True,55,44.2377495,-68.3447649
BLACK CANYON CITY,BLACK CANYON CITY,AZ,Yavapai,1966,True,0.0,True,55,34.06564,-112.1512
LAKE HAVASU CITY,LAKE HAVASU CITY,AZ,Mohave,1966,True,0.0,True,55,34.4756,-114.3406
COLEMAN FALLS,COLEMAN(S) FALLS,VA,Bedford,1966,True,0.0,True,55,37.50116,-79.30263
LAKESIDE-MARBLEHEAD,LAKESIDE-MARBLEHEAD,OH,Ottawa,1965,True,0.0,True,56,41.53969,-82.74059
ESTER,ESTER,AK,,1965,True,0.0,True,56,64.84523,-148.0196
DOUGLAS,DOUGLAS,WV,Tucker,1965,True,1.0,True,3,39.12705,-79.52061
PORT LIONS,PORT LIONS,AK,,1965,True,0.0,True,56,57.86681,-152.88
OXBOW,OXBOW,OR,Baker,1965,True,0.0,True,56,44.9751,-116.8596
LINCOLN CITY,LINCOLN CITY,OR,Lincoln,1965,True,0.0,True,56,44.96,-124.0121
BRANDRETH,BRANDRETH,NY,Herkimer,1965,True,1.0,True,1,43.9375632,-74.8526795
REDCREST,REDCREST,CA,Humboldt,1965,True,0.0,True,56,40.40009,-123.9493
DANBURY,DANBURY (2),NH,Merrimack,1965,True,0.0,True,56,43.5251561,-71.8592101
HEBER CITY,HEBER CITY,UT,Wasatch,1965,True,0.0,True,56,40.50931,-111.4112
PISCATAWAY,PISCATAWAY,NJ,Middlesex,1965,True,0.0,True,56,40.5376963,-74.4732574
MONTCLAIR,MONTCLAIR,CA,San Bernardino,1965,True,0.0,True,56,34.07444,-117.6921
EAST IRVINE,EAST IRVINE,CA,Orange,1965,True,1.0,True,9,33.67585,-117.7598
CHERRY HILL,CHERRY HILL,NJ,Camden,1965,True,0.0,True,56,39.9010768,-74.9776823
DEERFIELD,DEERFIELD (2),NH,Rockingham,1964,True,0.0,True,57,43.1283317,-71.2376227
WEST MIFFLIN,WEST MIFFLIN,PA,Allegheny,1964,True,1.0,True,7,40.3813435,-79.8765302
ROYAL CITY,ROYAL CITY,WA,Grant,1964,True,0.0,True,57,46.89993,-119.6309
KENDALL PARK,KENDALL PARK,NJ,Middlesex,1964,True,0.0,True,57,40.4209391,-74.560711
ZANESVILLE,ZANESVILLE,IN,Allen,1964,True,0.0,True,57,40.91759,-85.2816
BELLVUE,BELLVUE,TN,Davidson,1964,True,1.0,True,12,36.0766877,-86.9484813
CATHEYS VALLEY,CATHEYS VALLEY,CA,Mariposa,1964,True,0.0,True,57,37.43261,-120.0981
GREEN VALLEY,GREEN VALLEY,AZ,Pima,1964,True,0.0,True,57,31.85081,-110.9915
DES ALLEMANDS,DES ALLEMANDS,LA,Saint Charles,1964,True,0.0,True,57,29.8240837,-90.4681797
FUQUAY-VARINA,FUQUAY-VARINA,NC,Wake,1964,True,0.0,True,57,35.58432,-78.80001
WILLINGBORO,WILLINGBORO,NJ,Burlington,1964,True,0.0,True,57,40.0310702,-74.8945524
SMALL POINT,SMALL POINT (2),ME,Sagadahoc,1964,True,2.0,True,3,43.7381401,-69.8403236
SALEM,SALEM (2),NH,Rockingham,1963,True,0.0,True,58,42.7772853,-71.2243573
LINCOLN,LINCOLN (2),MA,Middlesex,1963,True,0.0,True,58,42.4241252,-71.3081989
CHESTNUT RIDGE,CHESTNUT RIDGE,NY,Niagara,1963,True,0.0,True,58,43.1766425,-78.6181762
GRAYLING,GRAYLING,AK,,1963,True,0.0,True,58,62.90652,-160.0674
AMBLER,AMBLER,AK,,1963,True,0.0,True,58,67.08651,-157.8554
PLEASANT VALLEY,PLEASANT VALLEY,VA,Rockingham,1963,True,0.0,True,58,38.38513,-78.89614
DRACUT,DRACUT (2),MA,Middlesex,1963,True,0.0,True,58,42.6735028,-71.2955849
LITTLE AMERICA,LITTLE AMERICA,WY,Sweetwater,1963,True,0.0,True,58,41.54441,-109.8594
RHEEM VALLEY,RHEEM VALLEY,CA,Contra Costa,1963,True,0.0,True,58,37.83493,-122.1297
SUN CITY,SUN CITY,CA,Riverside,1963,True,0.0,True,58,33.68989,-117.1771
BREVIG MISSION,BREVIG MISSION,AK,,1963,True,0.0,True,58,65.33506,-166.4873
RIEGELWOOD,RIEGELWOOD,NC,Columbus,1963,True,0.0,True,58,34.34026,-78.22465
NEW ELLENTON,NEW ELLENTON,SC,Aiken,1963,True,0.0,True,58,33.4253552,-81.6851391
EAST FALMOUTH,EAST FALMOUTH (2),MA,Barnstable,1963,True,0.0,True,58,41.5779562,-70.5574795
GRASS CREEK,GRASS CREEK,IN,Fulton,1963,True,1.0,True,1,40.94754,-86.40445
COMMERCE CITY,COMMERCE CITY,CO,Adams,1963,True,0.0,True,58,39.83032,-104.9112
NORTHWOOD,NORTHWOOD (3),NH,Rockingham,1963,True,0.0,True,58,43.2220412,-71.2481863
LAKE PANASOFFKEE,LAKE PANASOFFKEE,FL,Sumter,1963,True,0.0,True,58,28.7867538,-82.1276308
WEST HELENA,WEST HELENA,AR,Phillips,1963,True,0.0,True,58,34.5468782,-90.6461396
ELGIN,ELGIN,SC,Kershaw,1962,True,0.0,True,59,34.1709826,-80.794252
BRANCH,BRANCH,MI,Mason,1962,True,0.0,True,59,43.9464551,-86.0993743
ROLLINSFORD,ROLLINSFORD,NH,Strafford,1962,True,0.0,True,59,43.2359645,-70.8212732
KASIGLUK,KASIGLUK,AK,,1962,True,0.0,True,59,60.87427,-162.5173
CENTER,CENTER,PA,Beaver,1962,True,1.0,True,3,40.6500663,-80.2997843
ROSEDALE,ROSEDALE (2),MD,Baltimore,1962,True,1.0,True,3,39.33281,-76.49252
CAPE CANAVERAL,CAPE CANAVERAL,FL,Brevard,1962,True,0.0,True,59,28.3963779,-80.6113292
LOCUST FORK,LOCUST FORK (2),AL,Blount,1962,True,0.0,True,59,33.9046262,-86.6215467
HUACHUCA CITY,HUACHUCA CITY,AZ,Cochise,1962,True,0.0,True,59,31.63703,-110.3363
KEAAU,KEAAU (2),HI,HAWAII,1962,True,0.0,True,59,19.62168,-155.0402
CHIGNIK LAGOON,CHIGNIK LAGOON,AK,,1962,True,0.0,True,59,56.30998,-158.5347
OCEAN SHORES,OCEAN SHORES,WA,Grays Harbor,1962,True,1.0,True,14,47.00688,-124.1564
CAMDEN-WYOMING,CAMDEN-WYOMING,DE,Kent,1962,True,0.0,True,59,39.11883,-75.55202
BUCKLAND,BUCKLAND,AK,,1962,True,0.0,True,59,65.97972,-161.1231
SOUTHAVEN,SOUTHAVEN,MS,De Soto,1962,True,0.0,True,59,34.9694745,-89.9892741
ANGELUS OAKS,ANGELUS OAKS,CA,San Bernardino,1962,True,0.0,True,59,34.14962,-116.9806
LOWER KALSKAG,LOWER KALSKAG,AK,,1962,True,0.0,True,59,61.51222,-160.3651
PINON HILLS,PINON HILLS,CA,San Bernardino,1962,True,0.0,True,59,34.43846,-117.6423
JACKPOT,JACKPOT,NV,Elko,1962,True,0.0,True,59,41.97982,-114.6733
STANDARD CITY,STANDARD CITY,IL,Macoupin,1962,True,0.0,True,59,39.35227,-89.7876
HANOVER,HANOVER,MD,Anne Arundel,1962,True,0.0,True,59,39.16471,-76.7083
YELLOWSTONE NATIONAL PARK,YELLOWSTONE NATIONAL PARK,WY,Park,1962,True,0.0,True,59,44.97695,-110.699
PALOS VERDES PENINSULA,PALOS VERDES PENINSULA,CA,Los Angeles,1962,True,0.0,True,59,33.76921,-118.3653
HILTON HEAD ISLAND,HILTON HEAD ISLAND,SC,Beaufort,1962,True,0.0,True,59,32.1632171,-80.766629
WHITAKERS,WHITAKERS,NC,Nash,1962,True,0.0,True,59,36.10575,-77.71298
SUN CITY,SUN CITY,AZ,Maricopa,1962,True,0.0,True,59,33.63872,-112.2711
BRONX,BRONX,NY,Bronx,1962,True,0.0,True,59,40.8188627,-73.9265806
RADCLIFF,RADCLIFF,KY,Hardin,1962,True,0.0,True,59,37.8364,-85.94687
UNION LAKE,UNION LAKE,MI,Oakland,1961,True,0.0,True,60,42.6158,-83.43484
NEW STUYAHOK,NEW STUYAHOK,AK,,1961,True,0.0,True,60,59.45088,-157.3171
FOSTER,FOSTER (2),RI,Providence,1961,True,0.0,True,60,41.7843543,-71.7170174
SHILOH,SHILOH,TN,Hardin,1961,True,0.0,True,60,35.11313,-88.3599336
PERRY HALL,PERRY HALL (2),MD,Baltimore,1961,True,0.0,True,60,39.3938,-76.48765
LITTLE NORWAY,LITTLE NORWAY,CA,El Dorado,1961,True,0.0,True,60,38.82352,-120.0427
DE TOUR VILLAGE,DE TOUR VILLAGE,MI,Chippewa,1961,True,0.0,True,60,45.99295,-83.90158
HAZEL PATCH,HAZEL PATCH (2),KY,Laurel,1961,True,1.0,True,13,37.23336,-84.19627
LEHIGH ACRES,LEHIGH ACRES,FL,Lee,1961,True,0.0,True,60,26.6042834,-81.6520583
OAK CREEK,OAK CREEK (2),WI,Milwaukee,1961,True,0.0,True,60,42.88353,-87.90941
SHAFTSBURY,SHAFTSBURY (3),VT,Bennington,1961,True,0.0,True,60,42.9469098,-73.2120348
MANAKIN-SABOT,MANAKIN-SABOT,VA,Goochland,1961,True,0.0,True,60,37.6132,-77.74694
PLEASANT LAKE,PLEASANT LAKE,MI,Jackson,1961,True,0.0,True,60,42.37893,-84.32556
LAKE OSWEGO,LAKE OSWEGO,OR,Clackamas,1961,True,0.0,True,60,45.4213,-122.6672
LEVITTOWN,LEVITTOWN,NJ,Burlington,1961,True,1.0,True,3,40.0278894,-74.8690542
CONIFER,CONIFER,CO,Jefferson,1961,True,0.0,True,60,39.5438,-105.2954
CHEFORNAK,CHEFORNAK,AK,,1961,True,0.0,True,60,60.15793,-164.2803
WHITETHORN,WHITETHORN,CA,Humboldt,1961,True,0.0,True,60,40.05831,-123.9701
SCALY MOUNTAIN,SCALY MOUNTAIN,NC,Macon,1961,True,0.0,True,60,35.02172,-83.30416
EAGLE RIVER,EAGLE RIVER,AK,,1961,True,0.0,True,60,61.32441,-149.5756
TEEC NOS POS,TEEC NOS POS,AZ,Apache,1961,True,0.0,True,60,36.9217,-109.0854
EMMONAK,EMMONAK,AK,,1961,True,0.0,True,60,62.77626,-164.527
SOMERSET,SOMERSET (2),NJ,Somerset,1961,True,0.0,True,60,40.4968599,-74.523558
COLORADO CITY,COLORADO CITY,AZ,Mohave,1961,True,0.0,True,60,36.98901,-112.9744
MAINEVILLE,MAINEVILLE (2),OH,Warren,1961,True,0.0,True,60,39.31997,-84.22005
GLENNALLEN,GLENNALLEN,AK,,1961,True,0.0,True,60,62.10959,-145.5297
PORTAGE,PORTAGE,IN,Porter,1961,True,0.0,True,60,41.57337,-87.18194
BROOKSVILLE,BROOKSVILLE (2),ME,Hancock,1961,True,0.0,True,60,44.3538649,-68.7505801
MANOKOTAK,MANOKOTAK,AK,,1960,True,0.0,True,61,58.97959,-159.0567
PEMBROKE PINES,PEMBROKE PINES,FL,Broward,1960,True,0.0,True,61,26.0061653,-80.3598833
KEY COLONY BEACH,KEY COLONY BEACH,FL,Monroe,1960,True,0.0,True,61,24.7216648,-81.0184122
WHITE CITY,WHITE CITY,OR,Jackson,1960,True,1.0,True,3,42.42672,-122.8516
MARY D,MARY D,PA,Schuylkill,1960,True,0.0,True,61,40.7598665,-76.0550861
SUNLAND PARK,SUNLAND PARK,NM,Dona Ana,1960,True,0.0,True,61,31.80705,-106.5586
BOYLSTON,BOYLSTON (2),MA,Worcester,1960,True,0.0,True,61,42.3346967,-71.7392341
SCOTT CITY,SCOTT CITY,MO,Scott,1960,True,0.0,True,61,37.2150619,-89.5074099
TUNTUTULIAK,TUNTUTULIAK,AK,,1960,True,2.0,True,6,60.34233,-162.667
OCHLOCKNEE,OCHLOCKNEE,GA,Thomas,1960,True,0.0,True,61,30.9742822,-84.055781
FOREST FALLS,FOREST FALLS,CA,San Bernardino,1960,True,0.0,True,61,34.0884,-116.9205
JACKSON,JACKSON,NJ,Ocean,1960,True,0.0,True,61,40.1297374,-74.273848
SANTO DOMINGO PUEBLO,SANTO DOMINGO PUEBLO,NM,Sandoval,1960,True,0.0,True,61,35.51576,-106.3577
LA PUSH,LA PUSH,WA,Clallam,1960,True,0.0,True,61,47.90385,-124.6301
SIMPSON,SIMPSON,NC,Pitt,1960,True,0.0,True,61,35.5734,-77.27644
SOUTH POINT,SOUTH POINT (2),OH,Lawrence,1960,True,0.0,True,61,38.42531,-82.57713
